work_year,full_time_employee,salary_in_usd,US_resident,remote_ratio,US_location,Entry_Exp,Expert_Exp,Mid_Exp, Senior_Exp,Data Analyst,Data Engineer,Data Scientist,Machine Learning Engineer,USD,EUR,GBP,INR,Other_Currency,Large_Company,Midsize_Company,Small_Company
2021,1,200000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2020,1,125000,0,50,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2020,1,56000,0,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2021,1,276000,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,103160,0,100,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2021,1,160000,0,50,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2022,1,118187,0,100,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2021,1,200000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2021,1,185000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,600000,1,100,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2020,1,45896,0,50,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2021,0,12000,0,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2021,0,12000,0,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2021,1,18053,0,100,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2021,1,55000,0,100,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,120000,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,200000,0,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,54238,0,50,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
2021,1,110037,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2022,1,157000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,380000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,177000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2020,1,5707,0,50,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2020,1,103000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,76833,0,100,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2021,1,63831,0,50,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2021,1,69741,0,100,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2021,1,90000,1,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2021,1,76833,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2020,1,190200,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2021,1,240000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,144000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,152000,1,100,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,174000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,54094,0,50,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2021,1,94665,0,50,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2022,1,161342,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,137141,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,241000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,159000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,152500,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2020,1,79833,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2020,1,35735,0,50,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
2020,1,51321,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2020,1,40481,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
2020,1,39916,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2020,1,68428,0,100,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2020,1,45760,0,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2020,1,76958,0,100,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2020,1,105000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2020,1,38776,0,100,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2020,1,118000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2020,1,120000,1,50,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2020,1,138350,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2020,0,21669,0,50,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2020,1,412000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2020,1,62726,0,50,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2020,1,49268,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2020,1,105000,1,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2020,1,91237,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2020,1,62726,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2020,1,42197,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2021,1,53192,0,50,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2021,1,29751,0,50,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2021,1,73000,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,50000,0,100,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,9466,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2021,1,49646,0,50,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2021,1,100000,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2021,1,80000,1,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2021,1,82500,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2021,1,150000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2021,1,75774,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
2021,1,13400,0,100,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,119059,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
2021,1,2859,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2021,1,40038,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
2021,1,5679,0,100,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2021,1,90734,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2021,1,147000,1,50,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,61467,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2021,1,37825,0,100,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2021,1,160000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,12901,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2021,1,90734,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2021,1,116914,0,50,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2021,1,33808,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
2021,1,56256,0,50,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2021,1,87738,0,100,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2021,1,88654,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2021,1,135000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,46809,0,100,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2021,1,4000,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2021,1,103691,0,100,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
2021,1,165000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,36643,0,50,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2021,1,115000,1,50,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,90000,1,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2021,1,28399,0,100,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2021,1,130000,1,50,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,16904,0,100,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2021,1,25532,0,100,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2021,1,77684,0,50,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2021,1,100000,1,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2021,1,58000,1,50,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,20171,0,50,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
2021,1,109000,1,50,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,130000,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,90000,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,136620,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,99360,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,117789,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2022,1,104702,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2022,1,146000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,123000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,65438,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2022,1,39263,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2022,1,165220,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,120160,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,180000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,120000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,95550,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,167000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,123000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,150000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,211500,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,138600,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,170000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,123000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,215300,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,158200,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,180000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,71982,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2022,1,45807,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2022,1,260000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,180000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,80000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,140400,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,215300,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,31615,0,100,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
2022,1,18442,0,100,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2022,1,104890,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,140000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,220000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,140000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,183228,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2022,1,91614,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2022,1,185100,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,200000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,120000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,230000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,0,100000,0,50,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,0,100000,0,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,35590,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
2022,1,100000,0,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,165000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,52396,0,100,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2022,1,40000,0,100,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,86703,0,50,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2022,1,48000,0,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2022,1,122346,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
2022,1,69336,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
2022,1,135000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,78000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,141300,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,102100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,205300,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,140400,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,176000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,144000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,205300,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,140400,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,140000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,210000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,140000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,210000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,140000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,210000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,140000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,230000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,150000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,210000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,160000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,130000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2021,1,165000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2020,1,325000,1,100,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,153667,0,100,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2021,1,168000,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2021,1,130026,0,50,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2021,1,250000,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,141846,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2022,1,196979,0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2021,1,235000,1,100,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,230000,0,50,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,102839,0,100,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2022,1,200000,0,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,32974,0,100,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2021,1,85000,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2021,1,110000,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2022,1,224000,1,100,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2022,1,167875,1,100,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2020,1,190000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2020,1,115000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,40570,0,50,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2020,1,148261,0,100,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2021,1,151000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,220000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,235000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2021,0,416000,1,100,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2021,1,173762,0,100,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2022,1,162674,0,100,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2020,1,42000,0,50,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2020,1,450000,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2021,1,82528,0,50,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2021,1,187442,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
2021,1,62649,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2021,1,60757,0,50,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2021,1,96113,0,50,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
2021,1,50000,0,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2021,1,56738,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2021,1,63810,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
2021,1,100000,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,1,69999,0,50,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,144000,1,50,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2022,1,93427,0,50,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2022,1,64849,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2022,1,120000,1,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2021,0,105000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2021,1,38400,0,100,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2021,1,423000,1,50,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2022,0,31875,0,100,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2022,1,75000,0,100,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2022,1,79039,0,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2022,1,87932,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
2021,1,100000,0,50,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2022,1,78791,0,100,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
2022,1,78791,0,100,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
2020,1,150000,1,50,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
2020,1,43331,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
2020,1,250000,1,50,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2020,1,138000,1,100,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2020,1,45618,0,100,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2021,1,47282,0,100,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2021,1,94564,0,50,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2021,1,20000,0,100,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2021,1,82744,0,50,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
2021,1,125000,1,100,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2021,1,81000,1,50,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2021,1,74000,0,50,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
2021,1,21844,0,50,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2021,1,24342,0,100,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2021,1,200000,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
2021,1,24823,0,50,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2021,1,24823,0,50,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2021,1,88654,0,100,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2021,1,46597,0,100,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
2021,1,185000,1,50,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
2021,1,66265,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2021,1,85000,0,100,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2021,1,51064,0,50,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2022,1,189650,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2022,1,164996,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2022,1,37300,0,100,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2022,1,124333,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2022,1,98158,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2022,1,87932,0,100,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2022,1,189650,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2022,1,164996,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2022,1,120000,1,100,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
2022,1,220000,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2022,1,120000,0,100,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2022,1,65000,0,100,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2022,1,120000,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2022,1,62651,0,100,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2022,1,87425,0,100,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
2022,1,71444,0,100,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2022,1,214000,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2022,1,192600,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2020,1,50180,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2021,1,195000,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2022,1,58255,0,50,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2020,1,117104,0,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
2020,1,260000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2021,1,225000,1,100,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2021,1,120000,1,50,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2021,0,12000,0,50,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2021,1,225000,1,100,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
2022,1,160000,1,100,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2022,1,112300,1,100,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2022,1,153000,1,50,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2020,0,15966,0,100,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2021,0,270000,1,100,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2021,1,63711,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
2021,1,77364,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
2021,1,256000,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2022,1,21983,0,100,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2020,0,60000,0,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2021,1,24000,0,100,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2021,0,28609,0,50,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2021,1,18907,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
2022,1,125000,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
